句子,过渡句,交互句,其他
部分重组织，那就只对啊经常做增删的啊那些表进行重组。,0,0,1
嗯从组织主要是指的什么呢什么叫重组的？就是说比如说,0,0,1
我的存储的位置，之前我们讲过物理设计是吧？存储的位置要重新安排啊重新安排，,0,0,1
再就是要啊回收垃圾对吧？像我们自己用的这个电脑，我们经常也是要清理一下是吧？,0,1,0
唉要清理一下,0,0,1
减少一些指针列这个叫重组，啊而且数据库的重组是不会改变,0,0,1
原设计的逻辑结构和物理结构会改变，啊只是重新问一下清理一下，,0,0,1
但是呢如果你是重构的话就不一样了，啊注意重构和重组就是这样。,0,0,1
啊,0,0,1
那么重构是个什么意思？呢就是说你的这个数据库的应用环境，就是你这个应用领域发生了,0,0,1
啊发生了一些很大的变化，就是什么变化？有有些实体与实体之间的联系都变化了，,0,0,1
那么这个呃是不是就得需要这个数据库设计就是要重构了是吧？,0,0,1
甚至说严重的情况下，啊你重构是什么意思？比如说要增加一些新的实体或者是新的应用是吧？,0,0,1
唉或者是要取消掉某些应用，啊改变一些也有意义，,0,0,1
甚至严重情况下，那我就是那个就原来的就要重新来开发。,0,0,1
啊啊我是,0,0,1
啊最近到校医院去发现，唉我说你们那个好像是不是又做了新的系统啊方向，做了新的系统，,0,0,1
嗯你看啊新的环境调整，数据库模式和内容模式模式和内容模式，全体数据的逻辑结构内模式是存储结构是吧？,0,0,1
增加删除某些数据项，改变一些数据项的类型，这都是根据应用环境的需要，啊,0,0,1
增加了三组某个表，改变数据库的容量，增加了30某些数，有这都是,0,0,1
啊重构结构上面改变了啊不够。你看嗯,0,0,1
如果说这个变化太大，没有办法通过重构来满足新的需求了，,0,0,1
那么我们就需要重新设计和开发新的数据库联系。,0,0,1
好了，到这里为止，我们就是,0,0,1
第7章全部给大家讲完了，啊第7章我们一起来回顾一下，,0,0,1
是关于整个数据库开发的一个生命周期，就是数据库开发设计啊开发设计。,0,0,1
其实很多同学啊有一种这样的错误的认识，啊以往学会,0,0,1
就是说我们是不是应该要嗯这个多嗯,0,0,1
啊进行一些这个软件的操作呀什么这些东西。啊,0,0,1
我是这样觉得转型操作是肯定是也必须的，对不对？,0,1,0
但是对于我们专业的学生来说，,0,0,1
软件的操作说个实话，我们这样年轻人你给个两三天的时间，,0,0,1
他一下就会是不是啊软件的操作，不是只是一个操作员，但是我们是一个专业的学生，所以这个专业的,0,0,2
理论自身很重要，理论来指导实践你该怎么去做。,1,1,0
你开发的数据库，你不是说你一上来就用软件去建附件，嘛没那么简单的事是吧？你是要经过我们说了,0,0,1
有一个需求分析到概念结构设计，到逻辑结构到物理的这些设计的，过程是我们作为专业的学生,0,0,1
知道是吧？,0,0,1
唉应该去怎么去开发啊，所以我们这个第7章呢嗯他讲到我们,1,1,1
作为啊数据库的这个开发设计者，那么你出去以后从事这个项目的时候，你的入手点就从需求分析开始，,0,0,1
需求分析完了以后，对这个应用领域进行需求分析，然后把这个应用领域,0,0,1
用一个概念模型描述出来，就是我们搞设计一个草图出来是吧？,0,0,1
然后和用户进行沟通，交流以后，我们把这个嗯草图转换为具体的关系模型，,0,0,1
啊就是关系模式，然后用数据库软件去实现它。,0,0,1
在实现过程当中，我们要设计,0,0,1
我们怎么选取我们的存取方法和存储结构，,1,1,0
是不是啊唉完了以后我们进行应用程序的开发试运行，最后的运行。,0,0,1
那么在整个这个开发过程，我们其中在,0,0,1
逻辑结构设计的时候，我们转换关系模式，我用到第6章的什么？规范化理论进行模式的优化，,0,0,1
规范化理论第6章是两两大重点，,0,0,1
就是一个是函数依赖要搞清楚对不对？因为你要分析的时候，你不知道什么是传递含税啊什么是部分含税了那你就不行，,0,1,1
唉一个是函数依赖你要搞清楚，再一个是办事要搞清楚，啊至少到三份是，三份是,0,0,1
是什么意思？阿尔法是什么？是吧？唉要搞清楚啊嗯这个第6章应用到第7章里边，,0,0,1
而且我们第7章的重点,0,0,1
在于两大部分，一个是概念结构，一个是逻辑结构。,0,0,1
啊这是两大重点。,0,0,1
之前呢我们第三章里边涉及到的啊就是数据库的标准语言，这个语言，这个语言是说什么呢？,0,0,1
就是说他把对数据库的这个操作也好，,0,0,1
啊对数据库定义好，就是在语言上面数据库语言上面是如何来实现的是吧？,0,0,1
唉因为我们在编程的时候马上要讲到的，编程的时候我们要用这些语言,0,0,1
是吧？编程的时候是用语言来完成一些操作，而不是说我这个交互式的在点鼠标来,0,0,1
操作是吧？像语言怎么来完成这个操作。,1,1,0
因为这些操作你要写的程序里边，,0,0,1
你是写好以后交给计算机，他按照这个程序去执行的，,0,0,1
你这个时候人已经进不去了是吧？所以你的操作要变化成什么？变化成语言来描述，是不是？,0,0,1
唉这个是第三章的，,0,0,1
那么在诗歌语言的这个基础呢实际上是关系运算，所以我们第二章实际上讲关系带的，啊那么第一章它是一个,0,0,2
啊全部的这个啊全部的一个概概论，啊,0,0,1
那么它里面就很重要的就是一个数据模型和这个三季度，啊包括数据库的基本的概念，啊,0,0,1
这是我们整个这个呃，内容我们学的时候要细化深入把它分散，,0,0,1
学完了以后我们又要把它相对呃,0,0,1
融会贯通，要把它概括是吧集中起来这样。,0,0,1
啊好，下面呢我们,1,0,0
本学期的最后一章，啊最后一章就涉及到编程的部分啊编程部分，我们仅仅,0,0,1
设计这个和数据库相关的编程部分啊和数字相关的第8章数据库编程，啊,0,0,1
我们先来看嵌入式漱口，啊,0,0,1
嵌入思考是什么意思？,0,0,1
呢是把我们第三章所学的社会就迁入到,0,0,1
一些高级语言里边，啊嵌入到高级语言里面，,0,0,1
嗯经常用到的，比如说c啊大家也学到c语言c加加或者Java，,0,0,1
这些啊把4个语句嵌入到里面，那么嗯这个高进元,0,0,1
我们把它称为这个主语啊称为主语或者数组，,0,0,1
数字语就是称为主语，啊比如c语言我们称为主语，,0,0,1
那么我们把社会语句迁入到组员里面去，他执行的过程当中他怎么执行的呢？嗯,1,1,0
怎么执行？,1,1,0
呢啊我们用这个图来表示，啊首先,1,0,0
你给他的是一个含有诗歌语句的主语，对不对？啊,0,1,0
那么第一步是关系数据库管理系统，就是关系数据库软件，吧,0,0,1
关系数据库软件它有个预处理程序，预处理程序它把嵌入的那个 Sql语句,0,0,1
嗯先把它转换为和主语言一样的，啊这个,0,0,1
转化为和主语言一样的这种相应的程序好一些，然后呢唉,0,0,1
都变成主语言的程序，啊然后就有主语言，像我们c语言里面是不是有个,0,0,1
编译是吧编译系统是吧？,0,0,1
编译系统来进行处理，这个时候它处理的时候是纯的纯的主语语句，,0,0,1
啊就是比如说都是都是c了是吧？然后就转换成什么？目标对吧？目标程序转化成可执行,0,1,2
为执行嘛对不对？是这样一个过程，啊首先是数据库软件里边的啊预处理程序，,1,1,0
去识别这个嵌入到中原里面这个深刻语句部分啊要识别的时候，,0,0,1
那他怎么去识别？,1,1,0
呢我们说啊在形式上面，我们要看一下在组员里边，,0,0,1
你怎么看到哪些是circle语句是吧？,1,1,0
唉,0,0,1
我们以c语言为例，在c语言里面，凡是出现社会语句的地方，在生,0,0,1
在社会语句的前面，它有个前缀，就是啊 excuse,0,0,1
 exe，是因为x cue执行吧唉 SQL的前4个这个字，啊燕子一,0,0,1
 QQ，然后是这个语句，这个是可以结束的时候是一个封号啊结束的时候是一个,0,0,1
那么你看噢这个地方就是诗词语句，我们待会有例子给大家看。,0,0,1
啊,0,0,1
好，主语言里边千套这个4个语句的形式，我们可以看到啊就1个q授课，那么主语言和授课语句之间，,0,0,1
它应该是有通信的，吧这个好不好理解？他不会完全不搭界，吧是不是？,0,0,1
唉你比如说我要把,0,0,1
啊数据库,0,0,1
提取出来的这个数据我要传到中原去，是不是要要之间要进行通信？,0,0,1
是不是唉就是我们之间是有关系的，是吧？唉有关。,0,0,1
那么这个通信呢我们来看一下啊,0,0,1
嵌入式诗歌语句和主语言之间的这个通讯，靠什么去通讯？有这么三个主要的,0,0,1
三个主要的，这个我都不按照他这个一个训练，啊,0,0,1
啊一个是通过主变量啊主变量，这是一个啊,0,0,1
通过主变量来进行通信，啊还有我先把这三个都说一下。,0,0,1
第三个是游标啊第三个是游标，第二个还有一个,0,0,1
还有一个circle，通讯区啊 Circle，通讯区就circle ca，啊,0,0,1
 SQL通讯区主变量游标，靠这三个主要的对象，我们来进行,0,0,1
主语语言和circle语句之间的通信啊这个语句之间。,0,0,1
我们一个个来说，啊第一个,0,0,1
这个通讯区这个通讯区就是一个呃一个区一个一个一个空间，,0,0,1
啊这个好理解吧，唉一个、区域，啊唉就是嗯,0,0,1
这个区域呢我们可以啊设置一些嗯,0,0,1
一些码，在这个区域里面通过这个码的值来进行测试，啊测试这个码的值，,0,0,1
我们来唉给我们的这个呃这个业务程序反馈一些信息，啊就是说你看啊,0,0,1
通信区的首先circle CS的数据结构它就是一个区域啊这个区域，,1,0,0
嗯这个区里面它呃它它可以啊放一些,0,0,1
唉变量，这个变量可以有些值，我们提取一个变量测试，这个变量值,0,0,1
就是可以给我们一些信息，啊就是对于他的这个码值，啊我们说一个社会语句执行完了以后，,0,0,1
唉我们这个呃系统访问的应用程序的这个信息,0,0,1
是靠这个,0,0,1
通行区的一些变量的值给我们反馈，如果我们怎么知道一个是个语句执行完了以后会是什么情况，呢我就在这个通信区里边,1,1,0
测试同变量的值是吧？,0,0,1
看它的值是多少，我就知道噢这个执行的情况是什么，啊就这个意思。啊,0,0,1
它可以描述系统当前的工作状态，就是这个通讯区里边你可以变了。,0,0,1
啊可以,0,0,1
再一个它可以描述运行的环境，啊这些信息会啊送到这个 Circle通信区域里面，,0,0,1
应用程序从10个通信系统取出这些状态信息来决定我接下来该怎么做，,1,1,0
这个叫做四口通信区，啊呃通信区的使用方法啊使用方法,0,0,1
在这个竹园里边，,0,0,1
我们可以看到有通讯区的定义，这个定义也是q开头q circle，,0,0,1
然后这个地方是ink啊是cos是不是？,0,0,1
啊,0,0,1
这是定义，啊注意这是定义的啊呃通信区啊这个通信区使用呢,0,0,1
唉使用你看啊,0,0,1
这个 c口ca中有一个存放每次执行这个语句后返回代码的一个变量叫c,0,0,1
可以跟Excel就行，然后这两者之间相对于括号一样的这两者之间,0,0,1
可以进行主变量和指示变量的定义，就是什么类型啊变量名字什么是吧？,0,0,1
唉我们待会例子可以看，啊,0,0,1
主变量和指示变量在4个语句里边都要加上冒号，啊回到主程序就不需要冒号了，啊一定要注意，,0,0,1
唉不要这个冒号和不加冒号，啊在c口语这里边一定要加个冒号。,0,0,1
好，第三个进行通讯的对象叫游标啊叫游标，,0,0,1
这个有目标是怎么提出来的？,1,1,0
呢嗯你想想看啊我们根据我们数据库里面数据的特点，,0,0,1
我们说数据库里边一个学生表，我要查信息，学生查出来的结果,0,0,1
是不是一个原组的集合，吧你想想一个原组的集合，我应该用什么来接受它？呢嗯,0,0,1
你用变量去接受它，变量只能接受一个值，吧是不是？呃信息学生,0,0,1
新学生一行就有学号、姓名什么性别年龄和是吧？唉一行有多个值，,0,0,1
还有有多行啊有多行。,0,0,1
下面我们再来看一个例题，这个例题是35，,1,0,0
啊他没有说具体的，而是说在一个查询结果集里边，,0,0,1
我们要根据用户的要求来删除某些学生的信息。嗯唉,0,0,1
再一个查询的结果去查询的是什么？呢查询是某个系的学生，接过去啊我们来看,0,0,1
同样的，道理啊这个这个是说明什么？再一次强调说明一个circle通信区，,0,0,1
然后说明主变量是不是啊唉有这么一个主变量，姓名、学号、姓名,0,0,1
和这个学号对应的主变量啊都加上h啊加上h这个是主备量说明结束，,0,0,1
完了以后这个地方是一个输入，,0,0,1
你要查询的细对不对？,0,1,0
啊唉在这个程序里面输入要查明细，然后这个地方是定义一个什么？,0,0,1
游标啊定一个游标和我们刚才那个修改不同的是什么？呢这个游标是接受一个查询的结果，,0,0,1
是吧？查的是某一个系学生表里面某一个系的学号姓名性别本来是吧？,0,0,1
跟我们刚才区别是不知道大家还记不记得刚才的那个项目多余修改和多余，,0,0,1
唉规矩就表明修改啊对的是是某一是是修改的是学生的,0,0,1
年龄，好吧？你看啊我刚才刚才在定义游标上这个项目是多一点，,0,0,1
为什么？他要因为你修改是修改哪一个属性列，这个也要给出来，但是你删除的时候签不签到哪一组训练？,0,1,2
删除，就这一行都删掉了，是不是？,0,0,1
啊唉所以删除的时候不用写啊在游标这个地方不用写，,0,0,1
游标经营的时候这个地方不要坡什么，啊那个地方有个坡，啊对，开始对啊问题，啊,0,0,1
说明游标啊游标对应一个查询的结果集，然后打开这个游标，它open SS,0,0,1
再紧接着进入循环，啊,0,0,1
也就是说这个肺曲是一个循环的循环，唉每循环一次先推进指针，,0,0,1
因为他最开始打开时候只争在第一条进入的上面，所以开始推进推进的时候指向第一条，啊,0,0,4
再循环的时候也是先推进到第二，先推进银行，,0,0,1
然后取取这个游标指向的当前啊的记录值a处。,0,0,1
对这些主任了啊这个注意啊翻起由标明因素指变量，啊对。,0,0,1
死了以后这个操作成功没有，我们有个依附语句是吧？,0,0,1
唉如果是靠工程区里边的，这个靠的这个电量不等于这个30，,0,0,1
我们就跳出不等式的就取取没取成功。也就是说它取的接口结论最后的下面,1,0,0
对吧？没有记录最后一条记录的项目没有是不是啊没有一个退出循环，啊,0,1,0
否则的情况下就执行成功，执行成功的情况下输出这条就输入这条记录，你就是问是不是要删除，对吧？,0,1,0
唉你从前面来敲一个歪或者是，嗯如果是敲的歪表面要删除，吧,0,0,1
所以我们这个地方就迁入LEED，对吧？Lied from student。,0,1,1
从这个表里边删除删除，邮标里面发，啊,0,0,1
因为这个表里边的记录查出来放在邮标里面是不是？,0,0,1
啊那么你三台三个力量对表里面的是取出来放在邮标里面的，当前就不管删除,0,0,1
还是修改，这个地方都要写上，围绕卡尔和白色这句都要写，啊,0,0,1
区别在什么地方？,0,0,1
区别是刚才定义游标的时候定义游标的时候删除不用写，,0,0,1
下面那个啊修改要写。,1,0,0
啊对都什么属性上面的资料修改嗯唉这个区别啊这个是,0,0,1
这个地方都条件，这个地方都要写是当前邮标的当前记录要删除，或者邮标的当前就要修改为,0,0,1
年龄是吧？都改为好。完了以后我们要关闭游标啊关闭游标。,0,0,1
那么我们数据库里面的存储过过程相当于高级园里面的，这个啊当然我们是可以提到有,0,0,1
就是说它是一个具有完整相对而言具有完整功能的一段程序是吧？唉,0,0,1
我把它做好以后我就可以去调用了，对不对？我们这个叫做重组过程，啊在数字里面叫重组过程，,0,1,0
也也也有比较含蓄，啊那么如果是触发器，它怎么样特殊，呢它也是一个存储过程，只不过,1,1,0
一般的存储过程是在调用的时候它才执行，是不是？而触发器在什么时候执行呢？,0,0,1
他是在对表进行某些操作的时候，比如说我要,0,0,1
插入数据或者修改数据，啊对这个表进行操作的时候，触发这一段程序执行，,0,0,1
那么这样的重组过程我们称为触发器。,0,0,1
好了，我们在实际应用开发领域利用这个特特点，啊比如说我举个例子，,0,0,1
比如说我们图书馆的这个借书系统，整个这是一个信息系统，吧待在图书馆借书是吧？,0,0,1
那么假设我们对每一个这个系统跟每一位啊同学，就是一学期他规定,0,0,1
只能借10本书，不能超过10本，对吧？,0,1,0
好，那么我们之前讲完整去约束的时候我们，讲过这是一种完整性约束是吧？我们怎么控制它呢？,1,1,0
你这个这个只能借10本书，你没有办法通过简单的在一个属性里边，嗯,0,0,1
像我们这个成绩一样或者大于等于0小于等于10，你没有办法简单的通过这样一个切约束来完成，,0,0,1
而必须通过编程的方式做一个触发器，那怎么办呢？,1,1,0
我做一个触发器和对这个表，因为我们每一届一本书，,0,0,1
你的借书的信息肯定是要放在一个表里面，对不对？什么学号,0,1,0
啊这个一一卡通号是多少，,0,0,1
这个什么日期借的，什么书对不对？什么时间还，这肯定是在一个表里面，嘛就是你只要记,0,1,0
他这个表里面是不是要增加一条，就这个操作是不是插入操作？,0,0,1
吧好，,0,0,1
我们就规定在对这个表进行插入的时候，还要触发一段程序，这个叫触发器，啊,0,0,1
这个实际上是一个存储过程，我们事先做好。,0,0,1
好，那么这个触发器怎么写，呢它就会在这个表里边,1,1,0
首先找到这个一卡通号的这个学生，对不对？,1,1,0
在这因为这个表里面数据表里面它有很多学生的接触信息啊对不对？,0,1,1
那我只统计这个一卡通号的这个学生，目前情况下，,0,0,1
他在这个表里边借书的记录一共有多少条？要统计。吧,0,0,1
我们学过一个抗的函数吧是不是可以统计啊统计这个数？如果是小于,0,0,1
那如实的情况下，那么这一条记录可以插入进去，对吧？唉,0,1,0
啊小于10的情况下可以插入进去，,0,0,1
是不是？等于和大于10的情况下或者不可能不可能大于是吧？,0,0,1
等于10的情况下不能插入，对吧？唉,0,1,0
好，如果是等于省下就不能超，那么就是它就会在屏幕上显示一个你的这个接触的,0,0,1
达到多少多少本了，不能再借是吧？唉或者是说你要还了以后再借对吧？,0,1,0
这一段程序,0,0,1
啊我们就可以把它这是我们的组织过程，它和这个我们的数据对表的操作联系在一起，,0,0,1
那个就是它这一段程序它是什么时候执行，呢啊它不是一般的调用，就是它是对数据,0,0,1
操作的时候，你可以是修改的时候，一个是操作一个单子，你都可以,0,0,1
触发一个触发器啊来进行执行。,0,0,1
好，那么我们在讲存储过程之前，我们先,0,0,1
说一下这个过程化的思考，啊过程化思考的这个会计，,0,0,1
我们把我们之前学到的思科语句，啊把它加上一些,0,0,1
高级语言里面用到的一些过程化控制一些依据，比如说衣服语句，啊什么还有什么循环语句，啊唉,0,0,1
增加了过程化的语句功能，,0,0,1
然后呢我们构成一个完整的具有相对而言完整具有完整功能的，像我刚才说那个触发器一个完整的功能，,0,0,1
又是啊他可以判断这个表里面某一个啊这个,0,0,1
一卡通号的学生借书的这个总数是多少是吧？,0,0,1
这是完成一个新功能嘛对不对？,0,1,0
与功能的这个程序段，啊我们把它看成是一个基本情况，啊,0,0,1
那么每一块呢完成一个逻辑操作，好过程化的这个块的基本结构啊基本结构，,0,0,1
有定义部分定义部分，包括变量、常量、啊游标，啊对，啊嗯,0,0,1
那么执行的部分啊执行部分，唉所以他这个呢一并开头啊一半的,0,0,1
这个结束，还包括异常处理部分。,0,0,1
好变量和常量定义这个大家在告诉你，我觉得很实的。啊嗯我说嗯,0,0,1
流程的控制啊流程无非这么几种嗯，一种就是顺序的，一种是,0,0,1
啊选择的条件是吧？我们在c里面学了有呃有有那种,0,0,1
多路的多路的选择是位置是吧？位置位置的，循环的啊循环玻循环的外。,0,0,1
If then else there will show the issue。So this is This is enough to look,0,0,1
环路的坡路。形式不一样，实际上是一样的。这个 Y路。啊它的形式是这样。,0,0,1
坡路。好，这是我们,0,0,1
啊过程化思考，你是记住一点，就是在我们思考原有的思维上，我们引入高级园里边的一些,0,0,1
过程化的控制语句啊控制语句，那么我们就可以来构建我们的这个重组过程。,0,0,1
啊存储过程存储过程也是一个对象，啊在我们数据库里和表和视图一样啊是一个对象，,0,0,1
经费。,0,0,1
那么这个对象呢我们在创建的时候，大家看也是要用的，什么命令啊,0,0,1
用的可以是吧？唉用的可以。或者是这个 Face，啊就是你是出现在这个 great,0,0,1
 procedure，procedures是过程是吧？然后是过程名，然后是参数啊然后是参数，,0,0,3
这个参数呢可以是输入，参数也可以输出，就是可以是把数据带进来，可以把数据传出去，是不是？啊,0,0,1
那么也可以没有参数一个称呼是吧？唉那么有参数的话我要去调，用它的时候我就带参数进去，,0,0,1
是吧？唉这个当然不行。,0,0,1
然后过程啊好，我们书上有个例子，给,0,0,1
几分钟的时间来把这个例子看一看，啊然后我们再来解释一下，我们算上256页第8.8，,0,0,1
后面那个 If语句呢用户那个要把它那个存转录那个仓库存在，,0,0,1
嗯就我们按照我们按照存储过程那个要,0,0,1
转给他的硬的这个账户去进行查询查出来是吧？查出来以后如果它是为空的话，,0,0,1
那我也不能转啊对不对？,0,1,0
是不是？,0,0,1
唉回复的话那么就要回本是我的话前面是就是转出的那个是不是？啊,0,0,1
转出账户的判断和转出账户那个额度的判断，是不是啊后面这个是有没有转入的那个账户，,0,0,1
是不是？嗯好，再往下呢这就是两个update了，是什么？呢,0,0,1
是你，否则的话，否则就是有对不对？唉我感觉上户的余额,0,1,0
唉唉,0,0,1
嗯嗯就是把这个里面的数据进行分析。对。,0,0,1
然后主要呢是修改本地上市的一个其他产业的实施，,0,0,1
转出的修改转入的账户也修改，是不是啊一个减一个，加完了以后整个转账事故应该是完成，,0,0,1
对吧？整个完成了，他就以后考虑提交这个事啊提交这个事，啊好，请坐下。,0,1,0
嗯嗯。,0,0,1
那么,0,0,1
这个这个整个全整个这是在写一个存储过程，呢是不是？啊,0,0,1
嗯我们是先把它写好是一个转账，这是一个这个存储过程，它就是完完成一个相对完整的功能，什么功能呢？,0,0,1
就是转向工程是不是？啊这是一个存储工程啊存储过程，完了以后我们需要的时候就可以去调用嘛对吧？,0,1,0
唉需要的时候就可以调调用呃调用，这个存储过程的，我们是用货啊,0,0,1
或者是可控可控。嗯后面就是说c9带上这个过程里带上参数就可以了。,0,0,1
比如说我们刚才那个村公园树上他他调用的时候，你看他带的,0,0,1
三个参数，啊就是说从啊这样一个账户尾数是868是吧到828是吧？,0,0,1
二十百千万人民币,0,0,1
啊这个存储过程，我们在其实上听的时候，麦斯库里面都可以可以创建，,0,0,1
放掉的话我们可以还可以修改，我们说修改刚才休息的时候。,0,0,1
下面呢我们就来看这个数据，模型啊。,1,0,0
刚才我们说了数据库里面数据不是说随意的把数据堆积在一起，而是说这些数据集中在一起，呢,0,0,1
它是有结构的唉工作模型的，啊所以我们,0,0,1
这一节里面专门谈一下数据模型，啊首先大家看一下这个第一句啊第一句话，,1,0,2
数据模型是对现实世界数据特征的抽象，首先,1,0,0
啊大家要这样来理解，数据库里面数据它当然也比较什么？,0,0,1
比如说我们刚才看到的学生的数据，他当然也表示，,0,0,1
比如说它描述的是什么？这个大家要记它描述的是现实世界里边,0,0,1
客观存在的事物，对吧？唉和事物之间的联系，,0,1,0
他要把现实之间客观存在的事物要变成数据，你才能用数据库去管理，是不是？,0,0,1
那么你变成数据的这样一个过程，它是先进类的什么？,0,0,1
现实世界的客观事物,0,0,1
或者客观概念，先经过人脑，人脑人脑首先要认识对吧？认识我形成噢这是学生，,1,1,0
啊学生这个可能反映出他有学号啊啊这样一些信息是吧？姓名啊,0,0,1
首先人让里面形成一种概念，然后呢把这种概念再用数据把它表达出来是吧？,1,0,1
然后借助于计算机把它存储出来进行管理。,0,0,1
这个所以说这句话的意思就是说，,0,0,1
那么这个数据的模型，,0,0,1
既然数据是对现实世界中客观存在事物的抽象，对不对？那么数据的模型,0,1,0
它应该是对现实世界数据特征的抽象，是这个意思吧？就是本身嗯,0,0,1
我们这个这个客观事物限制于客观事物，他们之间,0,0,1
他们是有些什么样的特征，有些什么样的联系根据这个来建立出抽象性。,0,0,1
所以通俗的来讲看第二句话，啊通俗的来讲，数据模型就是对现实世界的模拟，,0,0,1
为现实世界，你比如像我们学校校医院，,0,0,1
他在没有这个管理系统，没有信息系统去管理的时候，,0,0,1
它都是人工的啊医生看病啊这个手手写的来开方子，啊,0,0,1
然后你拿这些方子再去拿药啊去打针啊这些是不是？,0,0,1
啊但是我们,0,0,1
啊做这个开发这个信息系统，电力数据库系统的时候，我们深入到这个领域里面去，我们做需求跟去，了解,0,0,1
这些存在哪些这个医院，这个领域里面存在哪些啊客观存在的这个事物，,0,0,1
啊我们把它都抽象出来，,0,0,1
所以想转换成数据有哪些药是吧？哪些呃这些啊,0,0,1
这个相关的这个病啊是属于什么类型，是不是？啊然后把它做成数据库以后，,0,0,1
我们就可以用计算机的方式来管理他的这个医院的日常，是这样才是信息化。,0,0,1
对这样的情况啊好，因此呢他说这个呃数据的这个,0,0,1
模型它要满足三个方面的要求啊三个方面要求。,0,0,1
第一个就是说能够比较真实的模拟现实世界，第二个就是说容易为人所理解。,0,0,1
啊这个模型我们是要和用户进行交流，啊容易理解。,0,0,1
再一个就是这个模型要对于计算机上面实现。,0,0,1
好数据库里面的模型，我们说大致上它分为两类，啊大致上重一点。,0,0,1
第一类呢是这个我刚才说了，你要把,0,0,1
现实世界的客观事物和客观概念，你要把它转换的数据，你首先要经过一个人,1,0,0
脑的这个认识的过程，所以一开始呢它是在信息世界里面它有一个概念模型，啊,0,0,1
就是一类我们称为概念模型，然后这个概念模型再转换成数据模型，,0,0,1
唉所以第二类是数据模型。,0,0,1
打一个比方，这样大家好理解一下，比如说我们要,0,0,1
建一栋这个楼，建一栋楼的话，我是不是应该有一个设计的草，对不对？,0,1,0
那么这个设计的草图就类似于我们数据模型里边的概念模型，,0,0,1
然后我把这个草图我真正去实现建成一个楼，这个就相当于我的数据模型，,0,0,1
就是我啊先做一个概念模型的草图，我和用户进行交流，,0,0,1
用户确定好了以后，我把这个概念模型再转换，为什么？,0,1,0
数据模型这个数据模型就是可以用数据库软件去实现的，真正把它建库，,0,0,1
这个两类模型啊两类模型这个大家要清楚，啊数据库里面的模型分为,0,0,1
概念模型和数据模型，而数据模型里面常用到的有三大经典数据模型，,0,0,1
就是层次模型，,0,0,1
网状模型和关系模型，我们现在所用到的数据库系统基本上都是基于关系的，,0,0,1
啊这两种都不用啊待会再写啊好。,0,0,1
首先我们看一下概念模型，,1,0,0
什么是概念模型啊都看概念模型它也称为信息模型，,0,0,1
这些数据库设计的时候它很重要，啊就是它是一个概念层次上的模型，它不是真正的,0,0,1
真正意义上面的这个数据，只是概念层次上。,0,0,1
那么真正的数据模型，呢,0,0,1
我们有逻辑模型和物理模型啊逻辑模型，,0,0,1
嗯逻辑模型呢我们说最经典的有城市模型，网上模型和关系模型，但是,0,0,1
除此之外现在还有一些比如说结合机遇关系模型，,0,0,1
结合高级语言的这个面向对象思想的，啊我们有这个对象关系，还有像现在的一些,0,0,1
这个互联网的这个数据，啊我们都说是呃非结构化的半结构化量,0,0,1
这样的数据，然后呢除了逻辑模型以外，我们说还有这个物理模型啊，,0,0,1
物理模型是就是说唉它如何来进行,0,0,1
这个物理的这个存储，也就是说它在这个计算机系统里面，它的存储的结构和存储的方式。,0,0,1
好，为了说清楚概念模型，我们说概念模型啊它是反映的是这个,0,0,1
呃信息世界这个层次上面的一个模型。这里我们就要说一下我们的这个,0,0,1
三个世界，啊大家可能这个平时在新闻里边，呢我们这个,0,0,1
政治上面提到三个4字，在我们数据库里边呢它也有三个事件，一个是限时事件，,0,0,1
就是客观事物存在的这个事情，因为你要搞清楚我们数据库的数据是描述的什么，描述的是现实领域，,0,0,1
啊这个客观世界或者客观概念，这个叫现实世界。,0,0,1
然后这些经过我们人脑去认识它，,0,0,1
这个时候进入的是信息世界。,0,0,1
人脑认识它首先形成概念，,1,0,0
大家学整个学都知道是吧，你可限制客观事物，经过人脑他有个反应，啊认识以后，那么进入信息世界，,0,0,1
好在信息世界里边形成概念模型，完了以后我们把它转换到数据模型，,0,0,1
真正把它实现在计算机上面实现，这个世界我们称为机器世界，,0,0,1
有的树上也称为计算机世界，这样三个世界。,0,0,1
所以我们的模型大家注意，概念模型是在哪个世界？,0,0,1
信息世界数据模型是在什么？机器是这个要求。,0,0,1
好为了大家有一个比较清楚的认识嗯，,0,0,1
我们的这个概念模型到底是个什么样子的？呢唉大家翻到我们书上，,0,0,1
可以看一下啊大家可以看一下，210,0,0,1
219页，啊翻翻了最少219。,0,0,1
啊我刚才下去看到很多同学就是我们这个书啊,0,0,1
讲到哪里，就是大概是宽在哪里，是不是啊都说了很多句话？,0,0,1
那个书呢其实可以往后翻的是吧？唉完全可以往后翻，啊这个都可以。,0,0,1
他今天他都是连贯的，啊大家看我们219页的57.11的c图，,0,0,1
这个图就是数据库的概念模型，啊我们,0,0,1
在后续的学习过程当中，这是我们必须要掌握的知识点的，我们考试是肯定要考这个，啊我们后面要详细讲。,0,0,1
这个概念模型呢它的矩形框，它反映的是对应到现实世界，,0,0,1
是现实世界里边客观存在的事物,0,0,1
或者客观存在的概念。你比如说供应商对吧？项目、零件、仓库、职工，,0,1,1
就是我这个领域里面存在哪些客观存在的事物和这个概念，,0,0,1
